rank,attack_id,attack_vector,final_score,threat_grade,max_edge_case,max_edge_case_multiplier,edge_case_flags,Zero-Day / Unknown Exploit multiplier,Zero-Day / Unknown Exploit grade,Exploit Chain / Multi-Step multiplier,Exploit Chain / Multi-Step grade,Telemetry Gap / Evasion multiplier,Telemetry Gap / Evasion grade,Identity / MFA Bypass multiplier,Identity / MFA Bypass grade,Supply Chain / Trusted Dependency multiplier,Supply Chain / Trusted Dependency grade,Destructive / Ransomware multiplier,Destructive / Ransomware grade,Cloud / SaaS Tenant Blast Radius multiplier,Cloud / SaaS Tenant Blast Radius grade,Living-off-the-Land multiplier,Living-off-the-Land grade,AI-Scaled Social Engineering multiplier,AI-Scaled Social Engineering grade,Insider / Trusted Access multiplier,Insider / Trusted Access grade,Air-Gapped / ICS Safety multiplier,Air-Gapped / ICS Safety grade,Rare but High Impact multiplier,Rare but High Impact grade
732,T1590.004,Network Topology,0,Low,Telemetry Gap / Evasion,1.146,Telemetry Gap / Evasion; AI-Scaled Social Engineering,1.0,Not Material,1.049,Low,1.146,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.09,Low,1.0,Not Material,1.0,Not Material,1.024,Low
733,T1481.002,Bidirectional Communication,0,Low,Telemetry Gap / Evasion,1.18,Telemetry Gap / Evasion; Destructive / Ransomware,1.0,Not Material,1.022,Low,1.18,Moderate,1.0,Not Material,1.0,Not Material,1.099,Low,1.0,Not Material,1.038,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.024,Low
734,T1461,Lockscreen Bypass,0,Low,Zero-Day / Unknown Exploit,1.198,Zero-Day / Unknown Exploit; Identity / MFA Bypass; Telemetry Gap / Evasion; Supply Chain / Trusted Dependency; Destructive / Ransomware,1.198,Moderate,1.022,Low,1.146,Moderate,1.19,Moderate,1.117,Moderate,1.099,Low,1.0,Not Material,1.0,Not Material,1.036,Low,1.035,Low,1.0,Not Material,1.024,Low
735,T1437,Application Layer Protocol,0,Low,Telemetry Gap / Evasion,1.146,Telemetry Gap / Evasion,1.0,Not Material,1.022,Low,1.146,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.024,Low
736,T1398,Boot or Logon Initialization Scripts,0,Low,Telemetry Gap / Evasion,1.146,Telemetry Gap / Evasion; Identity / MFA Bypass; Exploit Chain / Multi-Step,1.0,Not Material,1.067,Low,1.146,Moderate,1.07,Low,1.036,Low,1.0,Not Material,1.0,Not Material,1.03,Low,1.0,Not Material,1.035,Low,1.0,Not Material,1.024,Low
737,T0882,Theft of Operational Information,0,Low,Air-Gapped / ICS Safety,1.266,Air-Gapped / ICS Safety; Telemetry Gap / Evasion; Destructive / Ransomware; Rare but High Impact,1.0,Not Material,1.022,Low,1.146,Moderate,1.0,Not Material,1.0,Not Material,1.099,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.266,High,1.064,Low
738,T0866,Exploitation of Remote Services,0,Low,Air-Gapped / ICS Safety,1.266,Air-Gapped / ICS Safety; Zero-Day / Unknown Exploit; Telemetry Gap / Evasion; Exploit Chain / Multi-Step; Destructive / Ransomware; Identity / MFA Bypass; Rare but High Impact,1.198,Moderate,1.16,Moderate,1.18,Moderate,1.07,Low,1.036,Low,1.099,Low,1.0,Not Material,1.0,Not Material,1.036,Low,1.035,Low,1.266,High,1.064,Low
739,T0863,User Execution,0,Low,Air-Gapped / ICS Safety,1.266,Air-Gapped / ICS Safety; Telemetry Gap / Evasion; Zero-Day / Unknown Exploit,1.066,Low,1.022,Low,1.146,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.03,Low,1.054,Low,1.0,Not Material,1.266,High,1.024,Low
740,T0859,Valid Accounts,0,Low,Air-Gapped / ICS Safety,1.266,Air-Gapped / ICS Safety; Telemetry Gap / Evasion; Exploit Chain / Multi-Step; Identity / MFA Bypass; Insider / Trusted Access; Living-off-the-Land; Destructive / Ransomware; Rare but High Impact,1.0,Not Material,1.16,Moderate,1.18,Moderate,1.15,Moderate,1.036,Low,1.066,Low,1.0,Not Material,1.067,Low,1.0,Not Material,1.126,Moderate,1.266,High,1.064,Low
741,T0853,Scripting,0,Low,Air-Gapped / ICS Safety,1.266,Air-Gapped / ICS Safety; Telemetry Gap / Evasion; Living-off-the-Land; Zero-Day / Unknown Exploit,1.066,Low,1.022,Low,1.146,Moderate,1.0,Not Material,1.054,Low,1.0,Not Material,1.0,Not Material,1.067,Low,1.0,Not Material,1.0,Not Material,1.266,High,1.024,Low
742,T0849,Masquerading,0,Low,Air-Gapped / ICS Safety,1.266,Air-Gapped / ICS Safety; Telemetry Gap / Evasion; Supply Chain / Trusted Dependency,1.0,Not Material,1.022,Low,1.18,Moderate,1.0,Not Material,1.081,Low,1.0,Not Material,1.0,Not Material,1.038,Low,1.054,Low,1.0,Not Material,1.266,High,1.024,Low
743,T0843,Program Download,0,Low,Air-Gapped / ICS Safety,1.28,Air-Gapped / ICS Safety; Telemetry Gap / Evasion; Exploit Chain / Multi-Step; Supply Chain / Trusted Dependency; Rare but High Impact,1.0,Not Material,1.112,Moderate,1.146,Moderate,1.0,Not Material,1.081,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.28,High,1.064,Low
744,T0836,Modify Parameter,0,Low,Air-Gapped / ICS Safety,1.28,Air-Gapped / ICS Safety; Telemetry Gap / Evasion,1.0,Not Material,1.022,Low,1.18,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.28,High,1.024,Low
745,T0829,Loss of View,0,Low,Air-Gapped / ICS Safety,1.266,Air-Gapped / ICS Safety; Telemetry Gap / Evasion; Destructive / Ransomware; Rare but High Impact; Cloud / SaaS Tenant Blast Radius,1.0,Not Material,1.022,Low,1.18,Moderate,1.0,Not Material,1.0,Not Material,1.099,Low,1.063,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.266,High,1.064,Low
746,T0814,Denial of Service,0,Low,Air-Gapped / ICS Safety,1.28,Air-Gapped / ICS Safety; Telemetry Gap / Evasion; Zero-Day / Unknown Exploit,1.132,Moderate,1.022,Low,1.146,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.28,High,1.024,Low
747,T0809,Data Destruction,0,Low,Air-Gapped / ICS Safety,1.28,Air-Gapped / ICS Safety; Destructive / Ransomware; Telemetry Gap / Evasion,1.0,Not Material,1.022,Low,1.146,Moderate,1.0,Not Material,1.0,Not Material,1.165,Moderate,1.0,Not Material,1.038,Low,1.0,Not Material,1.0,Not Material,1.28,High,1.024,Low
748,T0807,Command-Line Interface,0,Low,Air-Gapped / ICS Safety,1.266,Air-Gapped / ICS Safety; Telemetry Gap / Evasion; Zero-Day / Unknown Exploit,1.066,Low,1.022,Low,1.146,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.03,Low,1.0,Not Material,1.0,Not Material,1.266,High,1.024,Low
749,T0801,Monitor Process State,0,Low,Air-Gapped / ICS Safety,1.266,Air-Gapped / ICS Safety; Telemetry Gap / Evasion,1.0,Not Material,1.022,Low,1.146,Moderate,1.0,Not Material,1.0,Not Material,1.055,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.035,Low,1.266,High,1.024,Low
750,T1692.001,Command Message,0,Low,Air-Gapped / ICS Safety,1.28,Air-Gapped / ICS Safety; Telemetry Gap / Evasion,1.0,Not Material,1.043,Low,1.18,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.056,Low,1.28,High,1.024,Low
751,T1639.001,Exfiltration Over Unencrypted Non-C2 Protocol,0,Low,Destructive / Ransomware,1.22,Destructive / Ransomware; Telemetry Gap / Evasion,1.0,Not Material,1.022,Low,1.18,Moderate,1.0,Not Material,1.0,Not Material,1.22,High,1.0,Not Material,1.038,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.024,Low
752,T1638,Adversary-in-the-Middle,0,Low,Destructive / Ransomware,1.154,Destructive / Ransomware; Telemetry Gap / Evasion; Exploit Chain / Multi-Step,1.0,Not Material,1.067,Low,1.146,Moderate,1.0,Not Material,1.0,Not Material,1.154,Moderate,1.0,Not Material,1.038,Low,1.0,Not Material,1.035,Low,1.0,Not Material,1.024,Low
753,T1634.001,Keychain,0,Low,Telemetry Gap / Evasion,1.18,Telemetry Gap / Evasion; Identity / MFA Bypass; Insider / Trusted Access; Exploit Chain / Multi-Step; Destructive / Ransomware; Zero-Day / Unknown Exploit; Rare but High Impact,1.077,Low,1.112,Moderate,1.18,Moderate,1.15,Moderate,1.054,Low,1.099,Low,1.0,Not Material,1.038,Low,1.0,Not Material,1.126,Moderate,1.0,Not Material,1.064,Low
754,T1631.001,Ptrace System Calls,0,Low,Telemetry Gap / Evasion,1.18,Telemetry Gap / Evasion; Exploit Chain / Multi-Step; Identity / MFA Bypass; Living-off-the-Land; Rare but High Impact,1.055,Low,1.133,Moderate,1.18,Moderate,1.07,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.067,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.064,Low
755,T1629.002,Device Lockout,0,Low,Telemetry Gap / Evasion,1.18,Telemetry Gap / Evasion; Supply Chain / Trusted Dependency; Rare but High Impact,1.0,Not Material,1.022,Low,1.18,Moderate,1.0,Not Material,1.081,Low,1.0,Not Material,1.0,Not Material,1.038,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.064,Low
756,T1627.001,Geofencing,0,Low,Telemetry Gap / Evasion,1.18,Telemetry Gap / Evasion,1.0,Not Material,1.022,Low,1.18,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.038,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.024,Low
757,T1625.001,System Runtime API Hijacking,0,Low,Telemetry Gap / Evasion,1.146,Telemetry Gap / Evasion; Identity / MFA Bypass; Exploit Chain / Multi-Step; Living-off-the-Land,1.0,Not Material,1.067,Low,1.146,Moderate,1.07,Low,1.036,Low,1.0,Not Material,1.0,Not Material,1.067,Low,1.0,Not Material,1.035,Low,1.0,Not Material,1.024,Low
758,T1617,Hooking,0,Low,Telemetry Gap / Evasion,1.18,Telemetry Gap / Evasion; Zero-Day / Unknown Exploit,1.077,Low,1.022,Low,1.18,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.024,Low
759,T1593.001,Social Media,0,Low,Telemetry Gap / Evasion,1.146,Telemetry Gap / Evasion; AI-Scaled Social Engineering,1.0,Not Material,1.022,Low,1.146,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.09,Low,1.0,Not Material,1.0,Not Material,1.024,Low
760,T1591.002,Business Relationships,0,Low,Telemetry Gap / Evasion,1.146,Telemetry Gap / Evasion; Supply Chain / Trusted Dependency; Exploit Chain / Multi-Step; AI-Scaled Social Engineering; Zero-Day / Unknown Exploit,1.077,Low,1.094,Low,1.146,Moderate,1.0,Not Material,1.135,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.09,Low,1.056,Low,1.0,Not Material,1.024,Low
761,T1590.005,IP Addresses,0,Low,Telemetry Gap / Evasion,1.18,Telemetry Gap / Evasion; AI-Scaled Social Engineering,1.0,Not Material,1.049,Low,1.18,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.09,Low,1.0,Not Material,1.0,Not Material,1.024,Low
762,T1590,Gather Victim Network Information,0,Low,Telemetry Gap / Evasion,1.146,Telemetry Gap / Evasion; AI-Scaled Social Engineering; Supply Chain / Trusted Dependency,1.0,Not Material,1.049,Low,1.146,Moderate,1.0,Not Material,1.081,Low,1.0,Not Material,1.0,Not Material,1.038,Low,1.09,Low,1.056,Low,1.0,Not Material,1.024,Low
763,T1589.003,Employee Names,0,Low,Telemetry Gap / Evasion,1.146,Telemetry Gap / Evasion; AI-Scaled Social Engineering; Identity / MFA Bypass,1.0,Not Material,1.049,Low,1.146,Moderate,1.08,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.12,Moderate,1.056,Low,1.0,Not Material,1.024,Low
764,T1588.007,Artificial Intelligence,0,Low,Telemetry Gap / Evasion,1.18,Telemetry Gap / Evasion; AI-Scaled Social Engineering; Supply Chain / Trusted Dependency,1.055,Low,1.022,Low,1.18,Moderate,1.0,Not Material,1.09,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.12,Moderate,1.0,Not Material,1.0,Not Material,1.024,Low
765,T1588.006,Vulnerabilities,0,Low,Telemetry Gap / Evasion,1.146,Telemetry Gap / Evasion; Zero-Day / Unknown Exploit; Supply Chain / Trusted Dependency,1.132,Moderate,1.022,Low,1.146,Moderate,1.0,Not Material,1.117,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.036,Low,1.0,Not Material,1.0,Not Material,1.024,Low
766,T1587.004,Exploits,0,Low,Telemetry Gap / Evasion,1.18,Telemetry Gap / Evasion; Zero-Day / Unknown Exploit; Supply Chain / Trusted Dependency; Exploit Chain / Multi-Step; Identity / MFA Bypass,1.132,Moderate,1.094,Low,1.18,Moderate,1.08,Low,1.117,Moderate,1.0,Not Material,1.0,Not Material,1.038,Low,1.036,Low,1.035,Low,1.0,Not Material,1.024,Low
767,T1583.005,Botnet,0,Low,Telemetry Gap / Evasion,1.18,Telemetry Gap / Evasion; AI-Scaled Social Engineering,1.0,Not Material,1.049,Low,1.18,Moderate,1.0,Not Material,1.036,Low,1.0,Not Material,1.036,Low,1.0,Not Material,1.09,Low,1.0,Not Material,1.0,Not Material,1.024,Low
768,T1583.002,DNS Server,0,Low,Telemetry Gap / Evasion,1.146,Telemetry Gap / Evasion,1.0,Not Material,1.022,Low,1.146,Moderate,1.0,Not Material,1.036,Low,1.0,Not Material,1.0,Not Material,1.038,Low,1.036,Low,1.0,Not Material,1.0,Not Material,1.024,Low
769,T1577,Compromise Application Executable,0,Low,Telemetry Gap / Evasion,1.18,Telemetry Gap / Evasion; Supply Chain / Trusted Dependency; Zero-Day / Unknown Exploit; Identity / MFA Bypass; Exploit Chain / Multi-Step; Living-off-the-Land,1.132,Moderate,1.067,Low,1.18,Moderate,1.07,Low,1.171,Moderate,1.0,Not Material,1.0,Not Material,1.067,Low,1.0,Not Material,1.035,Low,1.0,Not Material,1.024,Low
770,T1471,Data Encrypted for Impact,0,Low,Destructive / Ransomware,1.198,Destructive / Ransomware; Telemetry Gap / Evasion; Rare but High Impact,1.0,Not Material,1.022,Low,1.18,Moderate,1.0,Not Material,1.0,Not Material,1.198,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.064,Low
771,T1418.001,Security Software Discovery,0,Low,Telemetry Gap / Evasion,1.146,Telemetry Gap / Evasion,1.0,Not Material,1.022,Low,1.146,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.024,Low
772,T1417,Input Capture,0,Low,Identity / MFA Bypass,1.15,Identity / MFA Bypass; Telemetry Gap / Evasion; Exploit Chain / Multi-Step; Insider / Trusted Access; Rare but High Impact,1.0,Not Material,1.133,Moderate,1.146,Moderate,1.15,Moderate,1.0,Not Material,1.055,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.07,Low,1.0,Not Material,1.064,Low
773,T0893,Data from Local System,0,Low,Air-Gapped / ICS Safety,1.266,Air-Gapped / ICS Safety; Telemetry Gap / Evasion,1.0,Not Material,1.022,Low,1.146,Moderate,1.0,Not Material,1.0,Not Material,1.055,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.035,Low,1.266,High,1.024,Low
774,T0886,Remote Services,0,Low,Air-Gapped / ICS Safety,1.266,Air-Gapped / ICS Safety; Identity / MFA Bypass; Telemetry Gap / Evasion; Exploit Chain / Multi-Step; Insider / Trusted Access; Zero-Day / Unknown Exploit; Rare but High Impact,1.066,Low,1.16,Moderate,1.18,Moderate,1.19,Moderate,1.036,Low,1.0,Not Material,1.0,Not Material,1.038,Low,1.036,Low,1.091,Low,1.266,High,1.064,Low
775,T0885,Commonly Used Port,0,Low,Air-Gapped / ICS Safety,1.266,Air-Gapped / ICS Safety; Telemetry Gap / Evasion,1.0,Not Material,1.022,Low,1.146,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.266,High,1.024,Low
776,T0884,Connection Proxy,0,Low,Air-Gapped / ICS Safety,1.266,Air-Gapped / ICS Safety; Telemetry Gap / Evasion,1.0,Not Material,1.049,Low,1.18,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.266,High,1.024,Low
777,T0862,Supply Chain Compromise,0,Low,Air-Gapped / ICS Safety,1.266,Air-Gapped / ICS Safety; Telemetry Gap / Evasion; Supply Chain / Trusted Dependency; Identity / MFA Bypass; Exploit Chain / Multi-Step; Zero-Day / Unknown Exploit; Cloud / SaaS Tenant Blast Radius,1.066,Low,1.067,Low,1.18,Moderate,1.07,Low,1.117,Moderate,1.0,Not Material,1.063,Low,1.038,Low,1.036,Low,1.035,Low,1.266,High,1.048,Low
778,T0858,Change Operating Mode,0,Low,Air-Gapped / ICS Safety,1.266,Air-Gapped / ICS Safety; Telemetry Gap / Evasion; Supply Chain / Trusted Dependency; Zero-Day / Unknown Exploit,1.066,Low,1.043,Low,1.18,Moderate,1.0,Not Material,1.081,Low,1.0,Not Material,1.0,Not Material,1.03,Low,1.0,Not Material,1.0,Not Material,1.266,High,1.024,Low
779,T0846.001,Port Scan,0,Low,Air-Gapped / ICS Safety,1.266,Air-Gapped / ICS Safety; Telemetry Gap / Evasion; Zero-Day / Unknown Exploit; Exploit Chain / Multi-Step,1.132,Moderate,1.094,Low,1.18,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.266,High,1.024,Low
780,T0846,Remote System Discovery,0,Low,Air-Gapped / ICS Safety,1.266,Air-Gapped / ICS Safety; Telemetry Gap / Evasion; Supply Chain / Trusted Dependency; Exploit Chain / Multi-Step,1.0,Not Material,1.067,Low,1.146,Moderate,1.0,Not Material,1.081,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.266,High,1.024,Low
781,T0842,Network Sniffing,0,Low,Air-Gapped / ICS Safety,1.266,Air-Gapped / ICS Safety; Telemetry Gap / Evasion; Destructive / Ransomware; Identity / MFA Bypass; Exploit Chain / Multi-Step,1.0,Not Material,1.067,Low,1.18,Moderate,1.08,Low,1.0,Not Material,1.099,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.035,Low,1.266,High,1.024,Low
782,T0834,Native API,0,Low,Air-Gapped / ICS Safety,1.266,Air-Gapped / ICS Safety; Telemetry Gap / Evasion; Living-off-the-Land; Zero-Day / Unknown Exploit,1.066,Low,1.022,Low,1.146,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.067,Low,1.0,Not Material,1.0,Not Material,1.266,High,1.024,Low
783,T0821,Modify Controller Tasking,0,Low,Air-Gapped / ICS Safety,1.266,Air-Gapped / ICS Safety; Telemetry Gap / Evasion; Supply Chain / Trusted Dependency; Zero-Day / Unknown Exploit; Cloud / SaaS Tenant Blast Radius,1.066,Low,1.022,Low,1.146,Moderate,1.0,Not Material,1.081,Low,1.0,Not Material,1.063,Low,1.03,Low,1.0,Not Material,1.0,Not Material,1.266,High,1.024,Low
784,T0806,Brute Force I/O,0,Low,Air-Gapped / ICS Safety,1.28,Air-Gapped / ICS Safety; Telemetry Gap / Evasion,1.0,Not Material,1.022,Low,1.18,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.28,High,1.024,Low
785,T0802,Automated Collection,0,Low,Air-Gapped / ICS Safety,1.266,Air-Gapped / ICS Safety; Telemetry Gap / Evasion,1.0,Not Material,1.022,Low,1.146,Moderate,1.0,Not Material,1.0,Not Material,1.055,Low,1.0,Not Material,1.038,Low,1.0,Not Material,1.035,Low,1.266,High,1.024,Low
786,T1694.002,Hardcoded Credentials,0,Low,Air-Gapped / ICS Safety,1.28,Air-Gapped / ICS Safety; Identity / MFA Bypass; Telemetry Gap / Evasion; Exploit Chain / Multi-Step; Insider / Trusted Access; Supply Chain / Trusted Dependency; Rare but High Impact,1.0,Not Material,1.133,Moderate,1.146,Moderate,1.15,Moderate,1.09,Low,1.0,Not Material,1.0,Not Material,1.03,Low,1.0,Not Material,1.126,Moderate,1.28,High,1.064,Low
787,T1683.002,Audio-Visual Content,0,Low,Telemetry Gap / Evasion,1.146,Telemetry Gap / Evasion; AI-Scaled Social Engineering; Supply Chain / Trusted Dependency,1.0,Not Material,1.022,Low,1.146,Moderate,1.04,Low,1.09,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.12,Moderate,1.0,Not Material,1.0,Not Material,1.024,Low
788,T1683.001,Written Content,0,Low,Telemetry Gap / Evasion,1.18,Telemetry Gap / Evasion; AI-Scaled Social Engineering; Identity / MFA Bypass; Exploit Chain / Multi-Step,1.0,Not Material,1.067,Low,1.18,Moderate,1.08,Low,1.036,Low,1.0,Not Material,1.0,Not Material,1.038,Low,1.09,Low,1.035,Low,1.0,Not Material,1.024,Low
789,T1682,Query Public AI Services,0,Low,Telemetry Gap / Evasion,1.146,Telemetry Gap / Evasion; AI-Scaled Social Engineering; Destructive / Ransomware,1.0,Not Material,1.022,Low,1.146,Moderate,1.0,Not Material,1.0,Not Material,1.066,Low,1.0,Not Material,1.0,Not Material,1.12,Moderate,1.0,Not Material,1.0,Not Material,1.024,Low
790,T1681,Search Threat Vendor Data,0,Low,Telemetry Gap / Evasion,1.146,Telemetry Gap / Evasion; Supply Chain / Trusted Dependency,1.0,Not Material,1.022,Low,1.146,Moderate,1.0,Not Material,1.081,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.036,Low,1.0,Not Material,1.0,Not Material,1.024,Low
791,T1676,Linked Devices,0,Low,Telemetry Gap / Evasion,1.18,Telemetry Gap / Evasion; Destructive / Ransomware; Exploit Chain / Multi-Step; Identity / MFA Bypass; Living-off-the-Land,1.0,Not Material,1.088,Low,1.18,Moderate,1.07,Low,1.036,Low,1.154,Moderate,1.0,Not Material,1.067,Low,1.054,Low,1.035,Low,1.0,Not Material,1.024,Low
792,T1670,Virtualization Solution,0,Low,Telemetry Gap / Evasion,1.18,Telemetry Gap / Evasion; Identity / MFA Bypass; Exploit Chain / Multi-Step,1.0,Not Material,1.067,Low,1.18,Moderate,1.08,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.038,Low,1.0,Not Material,1.035,Low,1.0,Not Material,1.024,Low
793,T1664,Exploitation for Initial Access,0,Low,Telemetry Gap / Evasion,1.146,Telemetry Gap / Evasion; Zero-Day / Unknown Exploit; Supply Chain / Trusted Dependency; Identity / MFA Bypass,1.143,Moderate,1.022,Low,1.146,Moderate,1.07,Low,1.117,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.036,Low,1.035,Low,1.0,Not Material,1.024,Low
794,T1663,Remote Access Software,0,Low,Telemetry Gap / Evasion,1.18,Telemetry Gap / Evasion; Identity / MFA Bypass; Exploit Chain / Multi-Step,1.0,Not Material,1.067,Low,1.18,Moderate,1.08,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.038,Low,1.0,Not Material,1.056,Low,1.0,Not Material,1.024,Low
795,T1658,Exploitation for Client Execution,0,Low,Zero-Day / Unknown Exploit,1.198,Zero-Day / Unknown Exploit; Telemetry Gap / Evasion,1.198,Moderate,1.022,Low,1.146,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.03,Low,1.054,Low,1.0,Not Material,1.0,Not Material,1.024,Low
796,T1641.001,Transmitted Data Manipulation,0,Low,Telemetry Gap / Evasion,1.18,Telemetry Gap / Evasion; Destructive / Ransomware; Rare but High Impact,1.0,Not Material,1.022,Low,1.18,Moderate,1.0,Not Material,1.0,Not Material,1.099,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.064,Low
797,T1633,Virtualization/Sandbox Evasion,0,Low,Telemetry Gap / Evasion,1.18,Telemetry Gap / Evasion,1.0,Not Material,1.022,Low,1.18,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.038,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.024,Low
798,T1631,Process Injection,0,Low,Telemetry Gap / Evasion,1.18,Telemetry Gap / Evasion; Exploit Chain / Multi-Step; Zero-Day / Unknown Exploit; Identity / MFA Bypass; Living-off-the-Land; Rare but High Impact,1.132,Moderate,1.133,Moderate,1.18,Moderate,1.07,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.067,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.064,Low
799,T1630,Indicator Removal on Host,0,Low,Telemetry Gap / Evasion,1.18,Telemetry Gap / Evasion,1.0,Not Material,1.022,Low,1.18,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.024,Low
800,T1629,Impair Defenses,0,Low,Telemetry Gap / Evasion,1.18,Telemetry Gap / Evasion,1.0,Not Material,1.022,Low,1.18,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.038,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.024,Low
801,T1627,Execution Guardrails,0,Low,Telemetry Gap / Evasion,1.18,Telemetry Gap / Evasion; Exploit Chain / Multi-Step,1.0,Not Material,1.067,Low,1.18,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.024,Low
802,T1624,Event Triggered Execution,0,Low,Telemetry Gap / Evasion,1.146,Telemetry Gap / Evasion; Identity / MFA Bypass; Exploit Chain / Multi-Step,1.0,Not Material,1.067,Low,1.146,Moderate,1.07,Low,1.036,Low,1.0,Not Material,1.0,Not Material,1.03,Low,1.0,Not Material,1.035,Low,1.0,Not Material,1.024,Low
803,T1623,Command and Scripting Interpreter,0,Low,Telemetry Gap / Evasion,1.146,Telemetry Gap / Evasion; Living-off-the-Land; Zero-Day / Unknown Exploit,1.066,Low,1.022,Low,1.146,Moderate,1.0,Not Material,1.054,Low,1.0,Not Material,1.0,Not Material,1.12,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.024,Low
804,T1604,Proxy Through Victim,0,Low,Telemetry Gap / Evasion,1.18,Telemetry Gap / Evasion,1.0,Not Material,1.049,Low,1.18,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.038,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.024,Low
