rank,attack_id,attack_vector,is_subtechnique,parent_id,domains,platforms,tactics,severity_label,groups_count,software_count,total_usage,impact_score,asset_criticality,asset_criticality_reason,exploit_likelihood,exploit_likelihood_reason,detection_confidence,confident_score,bft_vote_proxy,raw_product_score,score_0_10,max_surface,max_surface_multiplier,surface_multiplier_grade,max_edge_case,max_edge_case_multiplier,edge_case_multiplier_grade,edge_case_flags,final_score,threat_grade,recommended_action,auto_containment_allowed,primary_surfaces,related_capec_count,related_capec_ids,related_cwe_count,related_cwe_ids,data_sources,mitigation_ids,mitigations,description
822,T0840,Network Connection Enumeration,False,,ics,None,Discovery,Low,0,2,2,2,3,critical surface or platform proxy,1.25,"repeatable technique, bypass/chaining pattern, or elevated public usage proxy",0.0,0,0/3 agents detect proxy,0.0,0,ICS / OT,1.427,Severe,Air-Gapped / ICS Safety,1.28,High,Air-Gapped / ICS Safety; Telemetry Gap / Evasion,0,Low,Log only,False,ICS / OT; Network / Perimeter,0,,0,,,M0816,Mitigation Limited or Not Effective,"Adversaries may perform network connection enumeration to discover information about device communication patterns. If an adversary can inspect the state of a network connection with tools, such as Netstat, in conjunction with System Firmware, then they can determine the role of certain devices on the network . The adversary can also use Network Sniffing to watch network traffic for details about the source, destination, protocol, and content."
823,T0835,Manipulate I/O Image,False,,ics,None,Inhibit Response Function,Low,0,2,2,4,3,critical surface or platform proxy,1.25,"repeatable technique, bypass/chaining pattern, or elevated public usage proxy",0.0,0,0/3 agents detect proxy,0.0,0,ICS / OT,1.45,Severe,Air-Gapped / ICS Safety,1.28,High,Air-Gapped / ICS Safety; Telemetry Gap / Evasion; Supply Chain / Trusted Dependency,0,Low,Log only,False,ICS / OT,0,,0,,,M0816,Mitigation Limited or Not Effective,"Adversaries may manipulate the I/O image of PLCs through various means to prevent them from functioning as expected. Methods of I/O image manipulation may include overriding the I/O table via direct memory manipulation or using the override function used for testing PLC programs. During the scan cycle, a PLC reads the status of all inputs and stores them in an image table. The image table is the PLCs internal storage location where values of inputs/outputs for one scan are stored while it execu..."
824,T0832,Manipulation of View,False,,ics,None,Impact,Low,0,2,2,4,3,critical surface or platform proxy,1.25,"repeatable technique, bypass/chaining pattern, or elevated public usage proxy",0.0,0,0/3 agents detect proxy,0.0,0,ICS / OT,1.427,Severe,Air-Gapped / ICS Safety,1.266,High,Air-Gapped / ICS Safety; Telemetry Gap / Evasion; Destructive / Ransomware; Rare but High Impact,0,Low,Log only,False,ICS / OT; Data / Storage,0,,0,,,M0802; M0810; M0953,Communication Authenticity; Out-of-Band Communications Channel; Data Backup,"Adversaries may attempt to manipulate the information reported back to operators or controllers. This manipulation may be short term or sustained. During this time the process itself could be in a much different state than what is reported. Operators may be fooled into doing something that is harmful to the system in a loss of view situation. With a manipulated view into the systems, operators may issue inappropriate control sequences that introduce faults or catastrophic failures into the syst..."
825,T0831,Manipulation of Control,False,,ics,None,Impact,Low,0,2,2,4,3,critical surface or platform proxy,1.25,"repeatable technique, bypass/chaining pattern, or elevated public usage proxy",0.0,0,0/3 agents detect proxy,0.0,0,ICS / OT,1.45,Severe,Air-Gapped / ICS Safety,1.28,High,Air-Gapped / ICS Safety; Telemetry Gap / Evasion; Destructive / Ransomware; Rare but High Impact,0,Low,Log only,False,ICS / OT; Data / Storage; Server / Workload,0,,0,,,M0810; M0953; M0802,Out-of-Band Communications Channel; Data Backup; Communication Authenticity,"Adversaries may manipulate physical process control within the industrial environment. Methods of manipulating control can include changes to set point values, tags, or other parameters. Adversaries may manipulate control systems devices or possibly leverage their own, to communicate with and command physical control processes. The duration of manipulation may be temporary or longer sustained, depending on operator detection. Methods of Manipulation of Control include: * Man-in-the-middle * Spo..."
826,T0827,Loss of Control,False,,ics,None,Impact,Low,0,2,2,4,3,critical surface or platform proxy,1.25,"repeatable technique, bypass/chaining pattern, or elevated public usage proxy",0.0,0,0/3 agents detect proxy,0.0,0,ICS / OT,1.427,Severe,Air-Gapped / ICS Safety,1.266,High,Air-Gapped / ICS Safety; Telemetry Gap / Evasion; Destructive / Ransomware; Rare but High Impact,0,Low,Log only,False,ICS / OT,0,,0,,,M0953; M0811; M0810,Data Backup; Redundancy of Service; Out-of-Band Communications Channel,"Adversaries may seek to achieve a sustained loss of control or a runaway condition in which operators cannot issue any commands even if the malicious interference has subsided. The German Federal Office for Information Security (BSI) reported a targeted attack on a steel mill in its 2014 IT Security Report. These targeted attacks affected industrial operations and resulted in breakdowns of control system components and even entire installations. As a result of these breakdowns, massive impact r..."
827,T1695.003,Wi-Fi,True,T1695,ics,,Inhibit Response Function,Low,0,1,1,4,3,critical surface or platform proxy,1.25,"repeatable technique, bypass/chaining pattern, or elevated public usage proxy",0.0,0,0/3 agents detect proxy,0.0,0,ICS / OT,1.45,Severe,Air-Gapped / ICS Safety,1.28,High,Air-Gapped / ICS Safety; Telemetry Gap / Evasion; Destructive / Ransomware,0,Low,Log only,False,ICS / OT; Network / Perimeter,0,,0,,,M0807; M0930; M0810,Network Allowlists; Network Segmentation; Out-of-Band Communications Channel,"Adversaries may block access to Wi-Fi communications to prevent messages from reaching target systems and devices. Wi-Fi connections allow for communications between IT and OT systems and devices. Blocking Wi-Fi communications may also block command and reporting messages. An adversary may block Wi-Fi communications by disabling network interfaces, Service Stop, conducting an Adversary-in-the-Middle attack and dropping the network traffic, or by jamming the Wi-Fi signal."
828,T1695.002,Ethernet,True,T1695,ics,,Inhibit Response Function,Low,0,1,1,4,3,critical surface or platform proxy,1.25,"repeatable technique, bypass/chaining pattern, or elevated public usage proxy",0.0,0,0/3 agents detect proxy,0.0,0,ICS / OT,1.45,Severe,Air-Gapped / ICS Safety,1.28,High,Air-Gapped / ICS Safety; Telemetry Gap / Evasion; Destructive / Ransomware,0,Low,Log only,False,ICS / OT; Network / Perimeter,0,,0,,,M0930; M0810; M0807,Network Segmentation; Out-of-Band Communications Channel; Network Allowlists,"Adversaries may block access to Ethernet communications to prevent instructions or configurations messages from reaching target systems and devices. Ethernet connections allow for communications between IT and OT systems and devices. Blocking Ethernet communications may also block command and reporting messages. An adversary may block Ethernet communications by disabling network interfaces, Service Stop, or conducting an Adversary-in-the-Middle attack and dropping the network traffic."
829,T1695.001,Serial COM,True,T1695,ics,,Inhibit Response Function,Low,0,1,1,4,3,critical surface or platform proxy,1.25,"repeatable technique, bypass/chaining pattern, or elevated public usage proxy",0.0,0,0/3 agents detect proxy,0.0,0,ICS / OT,1.45,Severe,Air-Gapped / ICS Safety,1.28,High,Air-Gapped / ICS Safety; Telemetry Gap / Evasion; Identity / MFA Bypass; Exploit Chain / Multi-Step,0,Low,Log only,False,ICS / OT,0,,0,,,M0810; M0930; M0807,Out-of-Band Communications Channel; Network Segmentation; Network Allowlists,Adversaries may block access to serial COM to prevent instructions or configurations from reaching target devices. Serial Communication ports (COM) allow communication with control system devices. Devices can receive command and configuration messages over such serial COM. Devices also use serial COM to send command and reporting messages. Blocking device serial COM may also block command messages and block reporting messages. A serial to Ethernet converter is often connected to a serial COM to...
830,T1693.001,System Firmware,True,T1693,ics,,Persistence; Inhibit Response Function; Impair Process Control,Low,0,1,1,4,3,critical surface or platform proxy,1.25,"repeatable technique, bypass/chaining pattern, or elevated public usage proxy",0.0,0,0/3 agents detect proxy,0.0,0,ICS / OT,1.45,Severe,Air-Gapped / ICS Safety,1.28,High,Air-Gapped / ICS Safety; Telemetry Gap / Evasion; Supply Chain / Trusted Dependency; Exploit Chain / Multi-Step; Zero-Day / Unknown Exploit; Identity / MFA Bypass,0,Low,Log only,False,ICS / OT; Identity / IAM,0,,0,,,M0804; M0808; M0947; M0813; M0937; M0941; M0801; M0802; M0930; M0807; M0946; M0951; M0945,Human User Authentication; Encrypt Network Traffic; Audit; Software Process and Device Authentication; Filter Network Traffic; Encrypt Sensitive Information; Access Management; Communication Authenticity; Network Segmentation; Network Allowlists; Boot Integrity; Update Software; Code Signing,"System firmware on modern assets is often designed with an update feature. Older device firmware may be factory installed and require special reprograming equipment. When available, the firmware update feature enables vendors to remotely patch bugs and perform upgrades. Device firmware updates are often delegated to the user and may be done using a software update package. It may also be possible to perform this task over the network. An adversary may exploit the firmware update feature on acce..."
831,T1691.002,Reporting Message,True,T1691,ics,,Inhibit Response Function,Low,0,1,1,4,3,critical surface or platform proxy,1.25,"repeatable technique, bypass/chaining pattern, or elevated public usage proxy",0.0,0,0/3 agents detect proxy,0.0,0,ICS / OT,1.45,Severe,Air-Gapped / ICS Safety,1.28,High,Air-Gapped / ICS Safety; Telemetry Gap / Evasion,0,Low,Log only,False,ICS / OT,0,,0,,,M0810; M0807; M0814,Out-of-Band Communications Channel; Network Allowlists; Static Network Configuration,"Adversaries may block or prevent a reporting message from reaching its intended target. In control systems, reporting messages contain telemetry data (e.g., I/O values) pertaining to the current state of equipment and the industrial process. By blocking these reporting messages, an adversary can potentially hide their actions from an operator. Blocking reporting messages in control systems that manage physical processes may contribute to system impact, causing inhibition of a response function...."
832,T1691.001,Command Message,True,T1691,ics,,Inhibit Response Function,Low,0,1,1,4,3,critical surface or platform proxy,1.25,"repeatable technique, bypass/chaining pattern, or elevated public usage proxy",0.0,0,0/3 agents detect proxy,0.0,0,ICS / OT,1.45,Severe,Air-Gapped / ICS Safety,1.28,High,Air-Gapped / ICS Safety; Telemetry Gap / Evasion,0,Low,Log only,False,ICS / OT,0,,0,,,M0810; M0807; M0814,Out-of-Band Communications Channel; Network Allowlists; Static Network Configuration,"Adversaries may block a command message from reaching its intended target to prevent command execution. In OT networks, command messages are sent to provide instructions to control system devices. A blocked command message can inhibit response functions from correcting a disruption or unsafe condition."
833,T1661,Application Versioning,False,,mobile,Android; iOS,Initial Access; Defense Evasion,Low,0,1,1,3,3,critical surface or platform proxy,1.25,"repeatable technique, bypass/chaining pattern, or elevated public usage proxy",0.0,0,0/3 agents detect proxy,0.0,0,Identity / IAM,1.228,High,Telemetry Gap / Evasion,1.18,Moderate,Telemetry Gap / Evasion; Supply Chain / Trusted Dependency; Identity / MFA Bypass; Zero-Day / Unknown Exploit,0,Low,Log only,False,Identity / IAM; Public Internet / Edge; Mobile,0,,0,,,M1012; M1006,Enterprise Policy; Use Recent OS Version,"An adversary may push an update to a previously benign application to add malicious code. This can be accomplished by pushing an initially benign, functional application to a trusted application store, such as the Google Play Store or the Apple App Store. This allows the adversary to establish a trusted userbase that may grant permissions to the application prior to the introduction of malicious code. Then, an application update could be pushed to introduce malicious code. This technique could..."
834,T1650,Acquire Access,False,,enterprise,PRE,Resource Development,Low,1,0,1,1,2,important exposed service proxy,1.25,"repeatable technique, bypass/chaining pattern, or elevated public usage proxy",0.0,0,0/3 agents detect proxy,0.0,0,Public Internet / Edge,1.14,Moderate,Telemetry Gap / Evasion,1.146,Moderate,Telemetry Gap / Evasion; Identity / MFA Bypass; Supply Chain / Trusted Dependency; Exploit Chain / Multi-Step; Insider / Trusted Access,0,Low,Log only,False,Public Internet / Edge; Network / Perimeter; Identity / IAM,0,,0,,,M1056,Pre-compromise,"Adversaries may purchase or otherwise acquire an existing access to a target system or network. A variety of online services and initial access broker networks are available to sell access to previously compromised systems. In some cases, adversary groups may form partnerships to share compromised systems with each other. Footholds to compromised systems may take a variety of forms, such as access to planted backdoors (e.g., Web Shell) or established access via External Remote Services. In some..."
835,T1640,Account Access Removal,False,,mobile,Android,Impact,Low,0,1,1,4,3,critical surface or platform proxy,1.25,"repeatable technique, bypass/chaining pattern, or elevated public usage proxy",0.0,0,0/3 agents detect proxy,0.0,0,Identity / IAM,1.123,Moderate,Telemetry Gap / Evasion,1.18,Moderate,Telemetry Gap / Evasion; Destructive / Ransomware; Identity / MFA Bypass; Exploit Chain / Multi-Step; Rare but High Impact,0,Low,Log only,False,Identity / IAM; Mobile,0,,0,,,M1011,User Guidance,"Adversaries may interrupt availability of system and network resources by inhibiting access to accounts utilized by legitimate users. Accounts may be deleted, locked, or manipulated (ex: credentials changed) to remove access to accounts."
836,T1639,Exfiltration Over Alternative Protocol,False,,mobile,Android; iOS,Exfiltration,Low,0,1,1,4,3,critical surface or platform proxy,1.25,"repeatable technique, bypass/chaining pattern, or elevated public usage proxy",0.0,0,0/3 agents detect proxy,0.0,0,Data / Storage,1.175,Moderate,Destructive / Ransomware,1.22,High,Destructive / Ransomware; Telemetry Gap / Evasion; Cloud / SaaS Tenant Blast Radius,0,Low,Log only,False,Data / Storage; Public Internet / Edge; Network / Perimeter; ICS / OT; Cloud Control Plane,0,,0,,,,,"Adversaries may steal data by exfiltrating it over a different protocol than that of the existing command and control channel. The data may also be sent to an alternate network location from the main command and control server. Alternate protocols include FTP, SMTP, HTTP/S, DNS, SMB, or any other network protocol not being used as the main command and control channel. Different protocol channels could also include Web services such as cloud storage. Adversaries may opt to also encrypt and/or ob..."
837,T1628.003,Conceal Multimedia Files,True,T1628,mobile,Android,Defense Evasion,Low,1,0,1,3,3,critical surface or platform proxy,1.25,"repeatable technique, bypass/chaining pattern, or elevated public usage proxy",0.0,0,0/3 agents detect proxy,0.0,0,Data / Storage,1.137,Moderate,Telemetry Gap / Evasion,1.18,Moderate,Telemetry Gap / Evasion,0,Low,Log only,False,Data / Storage; Mobile,0,,0,,,M1059,Do Not Mitigate,"Adversaries may attempt to hide multimedia files from the user. By doing so, adversaries may conceal captured files, such as pictures, videos and/or screenshots, then later exfiltrate those files. Specific to Android devices, if the `.nomedia` file is present in a folder, multimedia files in that folder will not be visible to the user in the Gallery application. Additionally, other applications are asked not to scan the folder with the `.nomedia` file, effectively making the folder appear invis..."
838,T1625,Hijack Execution Flow,False,,mobile,Android,Persistence,Low,0,1,1,3,1,standard endpoint or lower-criticality asset proxy,1.25,"repeatable technique, bypass/chaining pattern, or elevated public usage proxy",0.0,0,0/3 agents detect proxy,0.0,0,Mobile,1.108,Low,Telemetry Gap / Evasion,1.146,Moderate,Telemetry Gap / Evasion; Identity / MFA Bypass; Exploit Chain / Multi-Step,0,Low,Log only,False,Mobile; Identity / IAM,0,,0,,,M1004; M1002,System Partition Integrity; Attestation,Adversaries may execute their own malicious payloads by hijacking the way operating systems run applications. Hijacking execution flow can be for the purposes of persistence since this hijacked execution may reoccur over time. There are many ways an adversary may hijack the flow of execution. A primary way is by manipulating how the operating system locates programs to be executed. How the operating system locates libraries to be used by a program can also be intercepted. Locations where the op...
839,T1597.002,Purchase Technical Data,True,T1597,enterprise,PRE,Reconnaissance,Low,1,0,1,1,2,important exposed service proxy,1.25,"repeatable technique, bypass/chaining pattern, or elevated public usage proxy",0.0,0,0/3 agents detect proxy,0.0,0,Public Internet / Edge,1.228,High,Telemetry Gap / Evasion,1.146,Moderate,Telemetry Gap / Evasion; Exploit Chain / Multi-Step; Insider / Trusted Access; AI-Scaled Social Engineering; Identity / MFA Bypass,0,Low,Log only,False,Public Internet / Edge; Data / Storage; Network / Perimeter; Identity / IAM,0,,0,,,M1056,Pre-compromise,"Adversaries may purchase technical information about victims that can be used during targeting. Information about victims may be available for purchase within reputable private sources and databases, such as paid subscriptions to feeds of scan databases or other data aggregation services. Adversaries may also purchase information from less-reputable sources such as dark web or cybercrime blackmarkets. Adversaries may purchase information about their already identified targets, or use purchased..."
840,T1597,Search Closed Sources,False,,enterprise,PRE,Reconnaissance,Low,1,0,1,1,2,important exposed service proxy,1.25,"repeatable technique, bypass/chaining pattern, or elevated public usage proxy",0.0,0,0/3 agents detect proxy,0.0,0,Public Internet / Edge,1.228,High,Telemetry Gap / Evasion,1.146,Moderate,Telemetry Gap / Evasion; AI-Scaled Social Engineering; Identity / MFA Bypass,0,Low,Log only,False,Public Internet / Edge; Data / Storage; Network / Perimeter; Identity / IAM,0,,0,,,M1056,Pre-compromise,"Adversaries may search and gather information about victims from closed (e.g., paid, private, or otherwise not freely available) sources that can be used during targeting. Information about victims may be available for purchase from reputable private sources and databases, such as paid subscriptions to feeds of technical/threat intelligence data. Adversaries may also purchase information from less-reputable sources such as dark web or cybercrime blackmarkets. Adversaries may search in different..."
841,T1593.002,Search Engines,True,T1593,enterprise,PRE,Reconnaissance,Low,1,0,1,1,2,important exposed service proxy,1.25,"repeatable technique, bypass/chaining pattern, or elevated public usage proxy",0.0,0,0/3 agents detect proxy,0.0,0,Network / Perimeter,1.2,Moderate,Telemetry Gap / Evasion,1.146,Moderate,Telemetry Gap / Evasion; Exploit Chain / Multi-Step; Insider / Trusted Access; AI-Scaled Social Engineering; Identity / MFA Bypass,0,Low,Log only,False,Network / Perimeter; Public Internet / Edge; Data / Storage; Identity / IAM,0,,0,,,M1056,Pre-compromise,"Adversaries may use search engines to collect information about victims that can be used during targeting. Search engine services typical crawl online sites to index context and may provide users with specialized syntax to search for specific keywords or specific types of content (i.e. filetypes). Adversaries may craft various search engine queries depending on what information they seek to gather. Threat actors may use search engines to harvest general information about victims, as well as use..."
842,T1591.001,Determine Physical Locations,True,T1591,enterprise,PRE,Reconnaissance,Low,1,0,1,1,2,important exposed service proxy,1.25,"repeatable technique, bypass/chaining pattern, or elevated public usage proxy",0.0,0,0/3 agents detect proxy,0.0,0,Public Internet / Edge,1.175,Moderate,Telemetry Gap / Evasion,1.146,Moderate,Telemetry Gap / Evasion; AI-Scaled Social Engineering,0,Low,Log only,False,Public Internet / Edge; Network / Perimeter,0,,0,,,M1056,Pre-compromise,"Adversaries may gather the victim's physical location(s) that can be used during targeting. Information about physical locations of a target organization may include a variety of details, including where key resources and infrastructure are housed. Physical locations may also indicate what legal jurisdiction and/or authorities the victim operates within. Adversaries may gather this information in various ways, such as direct elicitation via Phishing for Information. Physical locations of a targ..."
843,T1590.006,Network Security Appliances,True,T1590,enterprise,PRE,Reconnaissance,Low,1,0,1,1,2,important exposed service proxy,1.25,"repeatable technique, bypass/chaining pattern, or elevated public usage proxy",0.0,0,0/3 agents detect proxy,0.0,0,Public Internet / Edge,1.228,High,Telemetry Gap / Evasion,1.146,Moderate,Telemetry Gap / Evasion; AI-Scaled Social Engineering,0,Low,Log only,False,Public Internet / Edge; Network / Perimeter; Data / Storage,0,,0,,,M1056,Pre-compromise,"Adversaries may gather information about the victim's network security appliances that can be used during targeting. Information about network security appliances may include a variety of details, such as the existence and specifics of deployed firewalls, content filters, and proxies/bastion hosts. Adversaries may also target information about victim network-based intrusion detection systems (NIDS) or other appliances related to defensive cybersecurity operations. Adversaries may gather this in..."
844,T1585.003,Cloud Accounts,True,T1585,enterprise,PRE,Resource Development,Low,1,0,1,1,3,critical surface or platform proxy,1.25,"repeatable technique, bypass/chaining pattern, or elevated public usage proxy",0.0,0,0/3 agents detect proxy,0.0,0,Cloud Control Plane,1.176,Moderate,Telemetry Gap / Evasion,1.146,Moderate,Telemetry Gap / Evasion; Destructive / Ransomware; Cloud / SaaS Tenant Blast Radius,0,Low,Log only,False,Cloud Control Plane; SaaS / Office / Email; Identity / IAM,0,,0,,,M1056,Pre-compromise,"Adversaries may create accounts with cloud providers that can be used during targeting. Adversaries can use cloud accounts to further their operations, including leveraging cloud storage services such as Dropbox, MEGA, Microsoft OneDrive, or AWS S3 buckets for Exfiltration to Cloud Storage or to Upload Tools. Cloud accounts can also be used in the acquisition of infrastructure, such as Virtual Private Servers or Serverless infrastructure. Establishing cloud accounts may allow adversaries to dev..."
845,T1521.003,SSL Pinning,True,T1521,mobile,Android; iOS,Command and Control,Low,0,1,1,4,2,important exposed service proxy,1.25,"repeatable technique, bypass/chaining pattern, or elevated public usage proxy",0.0,0,0/3 agents detect proxy,0.0,0,Network / Perimeter,1.15,Moderate,Telemetry Gap / Evasion,1.18,Moderate,Telemetry Gap / Evasion; Supply Chain / Trusted Dependency; Destructive / Ransomware,0,Low,Log only,False,Network / Perimeter; Mobile,0,,0,,,M1011; M1012,User Guidance; Enterprise Policy,"Adversaries may use SSL Pinning to protect the C2 traffic from being intercepted and analyzed. SSL Pinning is a technique commonly utilized by legitimate websites to ensure that encrypted communications are only allowed with a pre-defined certificate. If another certificate is presented, it could indicate device compromise, traffic interception, or another upstream issue. While benign usages are common, it is also possible for adversaries to abuse this technology to protect malicious C2 traffic..."
846,T1481.003,One-Way Communication,True,T1481,mobile,Android; iOS,Command and Control,Low,0,1,1,4,2,important exposed service proxy,1.25,"repeatable technique, bypass/chaining pattern, or elevated public usage proxy",0.0,0,0/3 agents detect proxy,0.0,0,Network / Perimeter,1.15,Moderate,Telemetry Gap / Evasion,1.18,Moderate,Telemetry Gap / Evasion; Destructive / Ransomware,0,Low,Log only,False,Network / Perimeter; Mobile,0,,0,,,,,"Adversaries may use an existing, legitimate external Web service channel as a means for sending commands to a compromised system without receiving return output. Compromised systems may leverage popular websites and social media to host command and control (C2) instructions. Those infected systems may opt to send the output from those commands back over a different C2 channel, including to another distinct Web service. Alternatively, compromised systems may return no output at all in cases wher..."
847,T1481,Web Service,False,,mobile,Android; iOS,Command and Control,Low,0,1,1,4,2,important exposed service proxy,1.25,"repeatable technique, bypass/chaining pattern, or elevated public usage proxy",0.0,0,0/3 agents detect proxy,0.0,0,Network / Perimeter,1.15,Moderate,Telemetry Gap / Evasion,1.18,Moderate,Telemetry Gap / Evasion; Destructive / Ransomware,0,Low,Log only,False,Network / Perimeter; Mobile,0,,0,,,,,"Adversaries may use an existing, legitimate external Web service as a means for relaying data to/from a compromised system. Popular websites and social media, acting as a mechanism for C2, may give a significant amount of cover. This is due to the likelihood that hosts within a network are already communicating with them prior to a compromise. Using common services, such as those offered by Google or Twitter, makes it easier for adversaries to hide in expected noise. Web service providers commo..."
848,T1474.001,Compromise Software Dependencies and Development Tools,True,T1474,mobile,Android; iOS,Initial Access,Low,0,1,1,2,2,important exposed service proxy,1.25,"repeatable technique, bypass/chaining pattern, or elevated public usage proxy",0.0,0,0/3 agents detect proxy,0.0,0,Public Internet / Edge,1.14,Moderate,Telemetry Gap / Evasion,1.146,Moderate,Telemetry Gap / Evasion; Supply Chain / Trusted Dependency; Identity / MFA Bypass; Zero-Day / Unknown Exploit,0,Low,Log only,False,Public Internet / Edge; Mobile; Identity / IAM,0,,0,,,M1013,Application Developer Guidance,Adversaries may manipulate products or product delivery mechanisms prior to receipt by a final consumer for the purpose of data or system compromise. Applications often depend on external software to function properly. Popular open source projects that are used as dependencies in many applications may be targeted as a means to add malicious code to users of the dependency.
849,T1464,Network Denial of Service,False,,mobile,Android; iOS,Impact,Low,0,1,1,4,2,important exposed service proxy,1.25,"repeatable technique, bypass/chaining pattern, or elevated public usage proxy",0.0,0,0/3 agents detect proxy,0.0,0,Network / Perimeter,1.125,Moderate,Destructive / Ransomware,1.165,Moderate,Destructive / Ransomware; Telemetry Gap / Evasion; Rare but High Impact,0,Low,Log only,False,Network / Perimeter; Mobile,0,,0,,,,,"Adversaries may perform Network Denial of Service (DoS) attacks to degrade or block the availability of targeted resources to users. Network DoS can be performed by exhausting the network bandwidth that services rely on, or by jamming the signal going to or coming from devices. A Network DoS will occur when an adversary is able to jam radio signals (e.g. Wi-Fi, cellular, GPS) around a device to prevent it from communicating. For example, to jam cellular signal, an adversary may use a handheld s..."
850,T1430.002,Impersonate SS7 Nodes,True,T1430,mobile,Android; iOS,Collection; Discovery,Low,0,1,1,4,3,critical surface or platform proxy,1.25,"repeatable technique, bypass/chaining pattern, or elevated public usage proxy",0.0,0,0/3 agents detect proxy,0.0,0,Data / Storage,1.175,Moderate,Telemetry Gap / Evasion,1.146,Moderate,Telemetry Gap / Evasion; Zero-Day / Unknown Exploit,0,Low,Log only,False,Data / Storage; Identity / IAM; Mobile,0,,0,,,M1014,Interconnection Filtering,"Adversaries may exploit the lack of authentication in signaling system network nodes to track the location of mobile devices by impersonating a node. By providing the victim’s MSISDN (phone number) and impersonating network internal nodes to query subscriber information from other nodes, adversaries may use data collected from each hop to eventually determine the device’s geographical cell area or nearest cell tower."
851,T1423,Network Service Scanning,False,,mobile,Android; iOS,Discovery,Low,0,1,1,2,2,important exposed service proxy,1.25,"repeatable technique, bypass/chaining pattern, or elevated public usage proxy",0.0,0,0/3 agents detect proxy,0.0,0,Network / Perimeter,1.125,Moderate,Telemetry Gap / Evasion,1.146,Moderate,Telemetry Gap / Evasion; Zero-Day / Unknown Exploit,0,Low,Log only,False,Network / Perimeter; Mobile,0,,0,,,,,"Adversaries may attempt to get a listing of services running on remote hosts, including those that may be vulnerable to remote software exploitation. Methods to acquire this information include port scans and vulnerability scans from the mobile device. This technique may take advantage of the mobile device's access to an internal enterprise network either through local connectivity or through a Virtual Private Network (VPN)."
852,T1406.001,Steganography,True,T1406,mobile,Android,Defense Evasion,Low,0,1,1,3,3,critical surface or platform proxy,1.25,"repeatable technique, bypass/chaining pattern, or elevated public usage proxy",0.0,0,0/3 agents detect proxy,0.0,0,Data / Storage,1.137,Moderate,Telemetry Gap / Evasion,1.18,Moderate,Telemetry Gap / Evasion,0,Low,Log only,False,Data / Storage; Mobile,0,,0,,,,,"Adversaries may use steganography techniques in order to prevent the detection of hidden information. Steganographic techniques can be used to hide data in digital media such as images, audio tracks, video clips, or text files."
853,T0883,Internet Accessible Device,False,,ics,None,Initial Access,Low,0,1,1,2,3,critical surface or platform proxy,1.25,"repeatable technique, bypass/chaining pattern, or elevated public usage proxy",0.0,0,0/3 agents detect proxy,0.0,0,ICS / OT,1.427,Severe,Air-Gapped / ICS Safety,1.266,High,Air-Gapped / ICS Safety; Identity / MFA Bypass; Telemetry Gap / Evasion; Zero-Day / Unknown Exploit,0,Low,Log only,False,ICS / OT; Public Internet / Edge; Identity / IAM; Network / Perimeter,0,,0,,,M0930,Network Segmentation,"Adversaries may gain access into industrial environments through systems exposed directly to the internet for remote access rather than through External Remote Services. Internet Accessible Devices are exposed to the internet unintentionally or intentionally without adequate protections. This may allow for adversaries to move directly into the control system network. Access onto these devices is accomplished without the use of exploits, these would be represented within the Exploit Public-Facin..."
854,T0880,Loss of Safety,False,,ics,None,Impact,Low,0,1,1,4,3,critical surface or platform proxy,1.25,"repeatable technique, bypass/chaining pattern, or elevated public usage proxy",0.0,0,0/3 agents detect proxy,0.0,0,ICS / OT,1.45,Severe,Air-Gapped / ICS Safety,1.28,High,Air-Gapped / ICS Safety; Telemetry Gap / Evasion; Destructive / Ransomware; Rare but High Impact,0,Low,Log only,False,ICS / OT,0,,0,,,M0812; M0805,Safety Instrumented Systems; Mechanical Protection Layers,Adversaries may compromise safety system functions designed to maintain safe operation of a process when unacceptable or dangerous conditions occur. Safety systems are often composed of the same elements as control systems but have the sole purpose of ensuring the process fails in a predetermined safe manner. Many unsafe conditions in process control happen too quickly for a human operator to react to. Speed is critical in correcting these conditions to limit serious impacts such as Loss of Con...
855,T0877,I/O Image,False,,ics,None,Collection,Low,0,1,1,4,3,critical surface or platform proxy,1.25,"repeatable technique, bypass/chaining pattern, or elevated public usage proxy",0.0,0,0/3 agents detect proxy,0.0,0,ICS / OT,1.427,Severe,Air-Gapped / ICS Safety,1.266,High,Air-Gapped / ICS Safety; Telemetry Gap / Evasion; Supply Chain / Trusted Dependency,0,Low,Log only,False,ICS / OT; Data / Storage,0,,0,,,M0816,Mitigation Limited or Not Effective,"Adversaries may seek to capture process values related to the inputs and outputs of a PLC. During the scan cycle, a PLC reads the status of all inputs and stores them in an image table. The image table is the PLCs internal storage location where values of inputs/outputs for one scan are stored while it executes the user program. After the PLC has solved the entire logic program, it updates the output image table. The contents of this output image table are written to the corresponding output po..."
